Company,Date,Filing,Word_count,cybersecurity,cyber security,cyber-security,information security,data security,data leak,data breach,Path,8-K,10-K
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-05-000190/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000160/full-submission.txt,,0
MS,2008-03-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001136999-08-000373/full-submission.txt,0,
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000175/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000176/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000168/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001030798-08-000025/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-06-000090/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000158/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000179/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000166/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-06-000093/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000173/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-05-000180/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000174/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-06-000071/filing-details.txt,,0
BK,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/10-K/0000905148-08-001987/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000177/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000176/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000153/full-submission.txt,,0
T,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/10-K/0000905148-08-001918/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-06-000069/filing-details.txt,,0
CAT,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/10-K/0000905148-08-001993/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000171/full-submission.txt,,0
JPM,2008-03-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000905148-08-002014/full-submission.txt,0,
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-06-000057/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000170/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-05-000202/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000178/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000161/full-submission.txt,,0
T,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/10-K/0000905148-08-001998/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-09-000141/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000159/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000180/filing-details.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000159/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000152/full-submission.txt,,0
CBRE,2008-03-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001104659-08-020672/full-submission.txt,0,
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000157/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000155/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000172/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000182/full-submission.txt,,0
MS,2008-03-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-08-000183/full-submission.txt,,0
GS,2008-03-31,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/10-K/0001056404-08-001095/full-submission.txt,,0
JPM,2008-03-31,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000891092-08-001795/full-submission.txt,0,
CAT,2008-03-31,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001002014-08-000235/full-submission.txt,0,
GS,2008-03-31,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/10-K/0001140361-08-008169/full-submission.txt,,0
GS,2008-03-31,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/10-K/0001051170-08-000038/full-submission.txt,,0
VZ,2008-03-31,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0001193125-08-071174/full-submission.txt,0,
JPM,2008-03-31,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000856/full-submission.txt,0,
CAT,2008-04-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-08-000133/full-submission.txt,0,
JPM,2008-04-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000868/full-submission.txt,0,
BK,2008-04-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001193125-08-072340/full-submission.txt,0,
T,2008-04-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950134-08-005962/full-submission.txt,0,
CBRE,2008-04-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001104659-08-022176/full-submission.txt,0,
JPM,2008-04-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000911/full-submission.txt,0,
GS,2008-04-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001269127-08-000105/full-submission.txt,0,
GS,2008-04-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000914121-03-001444/filing-details.txt,0,
T,2008-04-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950134-08-005984/full-submission.txt,0,
JPM,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000920/full-submission.txt,0,
CVS,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CVS/8-K/0001193125-08-076343/full-submission.txt,0,
CAT,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001104659-08-022885/full-submission.txt,0,
CAT,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001178818-08-000023/full-submission.txt,0,
CAT,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001178818-08-000024/full-submission.txt,0,
BK,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-02-000459/filing-details.txt,0,
BK,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001193125-08-075873/full-submission.txt,0,
STT,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/STT/8-K/0001193125-08-076285/full-submission.txt,0,
T,2008-04-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950129-08-002156/full-submission.txt,0,
CAT,2008-04-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001104659-08-023242/full-submission.txt,0,
JPM,2008-04-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000931/full-submission.txt,0,
MAR,2008-04-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MAR/8-K/0001096906-08-000645/full-submission.txt,0,
MS,2008-04-09,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000903423-03-000968/filing-details.txt,0,
MS,2008-04-09,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001136999-08-000492/full-submission.txt,0,
MS,2008-04-10,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000950103-08-000957/full-submission.txt,0,
T,2008-04-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-08-000018/full-submission.txt,0,
JPM,2008-04-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000973/full-submission.txt,0,
JPM,2008-04-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-000981/full-submission.txt,0,
JPM,2008-04-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001056404-07-000949/filing-details.txt,0,
BK,2008-04-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001193125-08-080876/full-submission.txt,0,
BK,2008-04-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001128250-04-000037/filing-details.txt,0,
T,2008-04-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950152-08-002760/full-submission.txt,0,
STT,2008-04-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/STT/8-K/0001157523-08-002897/full-submission.txt,0,
BAC,2008-04-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0001193125-08-081778/full-submission.txt,0,
NOC,2008-04-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/NOC/8-K/0001181431-08-025073/full-submission.txt,0,
JPM,2008-04-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001008/full-submission.txt,0,
MS,2008-04-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000950134-08-006728/full-submission.txt,0,
JPM,2008-04-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-08-004183/full-submission.txt,0,
JPM,2008-04-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001193125-08-082477/full-submission.txt,0,
WFC,2008-04-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0000950134-08-006703/full-submission.txt,0,
CAT,2008-04-17,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-08-000145/full-submission.txt,0,
T,2008-04-17,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-08-000031/full-submission.txt,0,
MAR,2008-04-17,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MAR/8-K/0001193125-08-083177/full-submission.txt,0,
JPM,2008-04-17,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001031/full-submission.txt,0,
JPM,2008-04-17,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-08-004289/full-submission.txt,0,
T,2008-04-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-08-000020/full-submission.txt,0,
CAT,2008-04-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-08-000151/full-submission.txt,0,
MS,2008-04-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001144204-08-023174/full-submission.txt,0,
BK,2008-04-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001193125-08-084561/full-submission.txt,0,
BK,2008-04-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-01-500065/filing-details.txt,0,
CAT,2008-04-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-08-000149/full-submission.txt,0,
JPM,2008-04-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001045/full-submission.txt,0,
MS,2008-04-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001136999-08-000498/full-submission.txt,0,
BAC,2008-04-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0001193125-08-085232/full-submission.txt,0,
T,2008-04-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000719220-08-000052/full-submission.txt,0,
T,2008-04-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000719220-08-000053/full-submission.txt,0,
T,2008-04-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000891020-03-000722/filing-details.txt,0,
T,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-08-000035/full-submission.txt,0,
T,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-08-000024/full-submission.txt,0,
CAT,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001178818-08-000027/full-submission.txt,0,
T,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000719220-08-000054/full-submission.txt,0,
T,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001193125-08-086830/full-submission.txt,0,
JPM,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001071/full-submission.txt,0,
T,2008-04-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001116502-02-001857/filing-details.txt,0,
MS,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001193125-08-087920/full-submission.txt,0,
BK,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001193125-08-087811/full-submission.txt,0,
JPM,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001076/full-submission.txt,0,
GS,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001029630-08-000006/full-submission.txt,0,
GD,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GD/8-K/0001193125-08-087498/full-submission.txt,0,
JPM,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000905148-08-002349/full-submission.txt,0,
WFC,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001193125-08-087594/full-submission.txt,0,
GS,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001056404-13-000961/filing-details.txt,0,
BK,2008-04-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-04-000399/filing-details.txt,0,
NOC,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/NOC/8-K/0000950134-08-007268/full-submission.txt,0,
CBRE,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001193125-08-088266/full-submission.txt,0,
DOW,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0001104659-08-026372/full-submission.txt,0,
T,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000025793-08-000026/full-submission.txt,0,
JPM,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001193125-08-089357/full-submission.txt,0,
JPM,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001099/full-submission.txt,0,
AXP,2008-04-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-08-000010/full-submission.txt,0,
CBRE,2008-04-25,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001193125-08-089815/full-submission.txt,0,
JPM,2008-04-25,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000905148-08-002372/full-submission.txt,0,
T,2008-04-25,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001104659-08-026846/full-submission.txt,0,
JPM,2008-04-25,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001125/full-submission.txt,0,
MS,2008-04-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001157523-08-003328/full-submission.txt,0,
TSN,2008-04-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/TSN/8-K/0000100493-08-000017/full-submission.txt,0,
T,2008-04-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950134-08-007565/full-submission.txt,0,
VZ,2008-04-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0001193125-08-091910/full-submission.txt,0,
JPM,2008-04-28,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001161/full-submission.txt,0,
JPM,2008-04-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001181/full-submission.txt,0,
ADM,2008-04-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/ADM/8-K/0000007084-08-000025/full-submission.txt,0,
CAT,2008-04-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001178818-08-000031/full-submission.txt,0,
VZ,2008-04-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0001193125-08-095209/full-submission.txt,0,
MS,2008-04-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001136999-08-000499/full-submission.txt,0,
MS,2008-04-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000903423-03-000963/filing-details.txt,0,
GS,2008-04-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001029630-08-000008/full-submission.txt,0,
T,2008-04-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001144204-08-025224/full-submission.txt,0,
CBRE,2008-04-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001104659-08-028237/full-submission.txt,0,
JPM,2008-05-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001210/full-submission.txt,0,
MS,2008-05-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001157523-04-002467/filing-details.txt,0,
CVS,2008-05-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CVS/8-K/0001193125-08-098173/full-submission.txt,0,
BAC,2008-05-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0001193125-08-098535/full-submission.txt,0,
MS,2008-05-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001193125-08-098959/full-submission.txt,0,
BAC,2008-05-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000070858-04-000468/filing-details.txt,0,
AXP,2008-05-02,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-08-000012/full-submission.txt,0,
T,2008-05-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-08-000037/full-submission.txt,0,
STT,2008-05-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/STT/8-K/0001193125-08-101981/full-submission.txt,0,
WFC,2008-05-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001193125-08-101869/full-submission.txt,0,
CBRE,2008-05-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001193125-08-102337/full-submission.txt,0,
WFC,2008-05-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001193125-08-101987/full-submission.txt,0,
WFC,2008-05-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001193125-08-101879/full-submission.txt,0,
T,2008-05-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001193125-08-103083/full-submission.txt,0,
JPM,2008-05-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001236/full-submission.txt,0,
WFC,2008-05-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001193125-08-104266/full-submission.txt,0,
CBRE,2008-05-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001193125-08-103283/full-submission.txt,0,
JPM,2008-05-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000891092-08-002442/full-submission.txt,0,
JPM,2008-05-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000019617-08-000289/full-submission.txt,0,
T,2008-05-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001116502-01-500764/filing-details.txt,0,
T,2008-05-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950134-08-008690/full-submission.txt,0,
JPM,2008-05-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001252/full-submission.txt,0,
MS,2008-05-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0001136999-08-000503/full-submission.txt,0,
CAT,2008-05-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000939802-08-000198/full-submission.txt,0,
LIN,2008-05-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/LIN/8-K/0000950134-08-008847/full-submission.txt,0,
JPM,2008-05-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001261/full-submission.txt,0,
GD,2008-05-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GD/8-K/0001193125-08-107693/full-submission.txt,0,
JPM,2008-05-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000891092-08-002492/full-submission.txt,0,
JPM,2008-05-09,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001271/full-submission.txt,0,
DOW,2008-05-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0001068238-08-000641/full-submission.txt,0,
T,2008-05-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950129-08-002924/full-submission.txt,0,
CBRE,2008-05-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001193125-08-111607/full-submission.txt,0,
CAT,2008-05-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001178818-08-000036/full-submission.txt,0,
JPM,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-01-504546/filing-details.txt,0,
TSN,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/TSN/8-K/0000100493-08-000021/full-submission.txt,0,
JPM,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001193125-08-113302/full-submission.txt,0,
JPM,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001193125-08-113307/full-submission.txt,0,
STT,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/STT/8-K/0001104659-08-032623/full-submission.txt,0,
T,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950134-08-009378/full-submission.txt,0,
T,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000719220-08-000070/full-submission.txt,0,
JPM,2008-05-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001298/full-submission.txt,0,
T,2008-05-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001193125-08-114535/full-submission.txt,0,
CAT,2008-05-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001104659-08-033422/full-submission.txt,0,
JPM,2008-05-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001193125-08-117220/full-submission.txt,0,
LIN,2008-05-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/LIN/8-K/0000950134-08-009766/full-submission.txt,0,
CBRE,2008-05-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001193125-08-116987/full-submission.txt,0,
JPM,2008-05-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000905148-08-002599/full-submission.txt,0,
CBRE,2008-05-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CBRE/8-K/0001104659-08-034251/full-submission.txt,0,
WFC,2008-05-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001193125-08-118309/full-submission.txt,0,
GD,2008-05-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GD/8-K/0001331186-08-000061/full-submission.txt,0,
JPM,2008-05-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001332/full-submission.txt,0,
STT,2008-05-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/STT/8-K/0001104659-08-034365/full-submission.txt,0,
T,2008-05-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950152-08-004142/full-submission.txt,0,
JPM,2008-05-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950103-08-001352/full-submission.txt,0,
ADM,2008-05-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/ADM/8-K/0001188112-08-001747/full-submission.txt,0,
CAT,2008-05-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-08-000197/full-submission.txt,0,
