Company,Date,Filing,Word_count,cybersecurity,cyber security,cyber-security,information security,data security,data leak,data breach,Path,8-K,10-K
BK,2000-07-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000176/full-submission.txt,0,
BK,2000-07-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-02-000018/filing-details.txt,0,
BK,2000-07-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000178/full-submission.txt,0,
BK,2000-07-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-01-500035/filing-details.txt,0,
BK,2000-07-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000177/full-submission.txt,0,
T,2000-07-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950133-00-002902/full-submission.txt,0,
WFC,2000-07-19,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0000912057-00-032328/full-submission.txt,0,
MS,2000-07-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000790372-00-000009/full-submission.txt,0,
BAC,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000070858-00-000273/full-submission.txt,0,
CAT,2000-09-20,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/10-K/0000719866-00-000003/full-submission.txt,,0
T,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-00-000049/full-submission.txt,0,
CAT,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0001079974-06-000104/filing-details.txt,0,
T,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001020242-01-500119/filing-details.txt,0,
BK,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-00-000026/full-submission.txt,0,
GS,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000950123-00-006655/full-submission.txt,0,
GS,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001051170-04-000717/filing-details.txt,0,
BK,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-01-500219/filing-details.txt,0,
BK,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000396/full-submission.txt,0,
JPM,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000019617-00-000130/full-submission.txt,0,
T,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-000058/full-submission.txt,0,
T,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-00-000051/full-submission.txt,0,
BK,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000929624-00-000992/full-submission.txt,0,
CAT,2000-09-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-00-000012/full-submission.txt,0,
VZ,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0000950134-00-005844/full-submission.txt,0,
VZ,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0001036050-00-001423/full-submission.txt,0,
GS,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001013255-00-000226/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000195/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-01-500022/filing-details.txt,0,
AXP,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-00-000051/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-03-000031/filing-details.txt,0,
DOW,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0000029915-00-000042/full-submission.txt,0,
BAC,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000950149-00-001665/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000194/full-submission.txt,0,
BAC,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000070858-00-000292/full-submission.txt,0,
AXP,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-05-000072/filing-details.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000193/full-submission.txt,0,
AXP,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-00-000054/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-00-000031/full-submission.txt,0,
MS,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000950103-00-000897/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001110667-00-000005/full-submission.txt,0,
BK,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001133884-02-000811/filing-details.txt,0,
T,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-00-000052/full-submission.txt,0,
GS,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000891836-00-000541/full-submission.txt,0,
T,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001035704-00-000563/full-submission.txt,0,
JPM,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000019617-00-000132/full-submission.txt,0,
T,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-000064/full-submission.txt,0,
T,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000891092-00-000673/full-submission.txt,0,
GS,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000914121-04-000472/filing-details.txt,0,
CAT,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-00-000014/full-submission.txt,0,
VZ,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0000950134-02-010485/filing-details.txt,0,
T,2000-09-21,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000916641-00-001037/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001021408-00-002653/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001035704-00-000656/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-04-000028/filing-details.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-04-000349/filing-details.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000732717-00-000057/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001110667-00-000006/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-00-000034/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-000067/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000480/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000202/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000889812-00-003574/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000201/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-04-000348/filing-details.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000469/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000929624-00-001305/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000914121-00-000707/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-01-500155/filing-details.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000200/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-000069/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001021408-00-002652/full-submission.txt,0,
BK,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-01-500046/filing-details.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950123-00-008284/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000891836-00-000597/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000080255-00-000437/full-submission.txt,0,
T,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950134-00-007491/full-submission.txt,0,
GS,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000891836-00-000610/full-submission.txt,0,
GS,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001269127-07-000104/filing-details.txt,0,
GS,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001013255-00-000261/full-submission.txt,0,
VZ,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0000950134-00-007474/full-submission.txt,0,
DOW,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0000029915-00-000046/full-submission.txt,0,
VZ,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0000950134-00-007702/full-submission.txt,0,
BAC,2000-09-22,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000950149-00-001964/full-submission.txt,0,
GS,2000-09-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000891836-00-000629/full-submission.txt,0,
JPM,2000-09-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-00-008649/full-submission.txt,0,
GS,2000-09-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001051170-03-000388/filing-details.txt,0,
BK,2000-09-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-00-000107/full-submission.txt,0,
MS,2000-09-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000950130-00-005139/full-submission.txt,0,
BK,2000-09-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-00-000108/full-submission.txt,0,
T,2000-09-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001017062-00-002049/full-submission.txt,0,
GS,2000-09-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001013255-00-000298/full-submission.txt,0,
GS,2000-09-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001056404-05-000345/filing-details.txt,0,
BK,2000-09-27,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000506/full-submission.txt,0,
BAC,2000-09-27,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000895527-00-000054/full-submission.txt,0,
MS,2000-09-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0001282695-07-000203/filing-details.txt,,0
MS,2000-09-28,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/10-K/0000066895-00-000004/full-submission.txt,,0
DOW,2000-09-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0000029915-00-000049/full-submission.txt,0,
JPM,2000-09-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0001007581-00-000019/full-submission.txt,0,
WFC,2000-09-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0000912057-00-042827/full-submission.txt,0,
ADM,2000-09-30,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/ADM/10-K/0000007084-00-000039/full-submission.txt,,0
BK,2000-10-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000239/full-submission.txt,0,
CAT,2000-10-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-00-500006/full-submission.txt,0,
BK,2000-10-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000241/full-submission.txt,0,
BK,2000-10-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-03-000690/filing-details.txt,0,
BK,2000-10-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-04-004204/filing-details.txt,0,
BK,2000-10-03,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000240/full-submission.txt,0,
BK,2000-10-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000516/full-submission.txt,0,
T,2000-10-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000891836-00-000649/full-submission.txt,0,
BK,2000-10-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000929624-00-001401/full-submission.txt,0,
BK,2000-10-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000929624-00-001400/full-submission.txt,0,
BAC,2000-10-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000950149-00-002151/full-submission.txt,0,
GS,2000-10-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001072588-00-000187/full-submission.txt,0,
AXP,2000-10-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-00-500011/full-submission.txt,0,
MS,2000-10-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/MS/8-K/0000905148-00-002001/full-submission.txt,0,
T,2000-10-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000944209-00-001579/full-submission.txt,0,
T,2000-10-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-500003/full-submission.txt,0,
T,2000-10-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000891836-00-000659/full-submission.txt,0,
BK,2000-10-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000950136-01-501556/filing-details.txt,0,
BK,2000-10-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-00-000036/full-submission.txt,0,
WFC,2000-10-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0001045969-00-000757/full-submission.txt,0,
WFC,2000-10-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0000912057-00-045006/full-submission.txt,0,
CAT,2000-10-18,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-00-500015/full-submission.txt,0,
JPM,2000-10-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-00-009510/full-submission.txt,0,
T,2000-10-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950133-00-004171/full-submission.txt,0,
BAC,2000-10-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000070858-00-000335/full-submission.txt,0,
AXP,2000-10-24,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-00-500014/full-submission.txt,0,
T,2000-10-26,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000898822-00-000779/full-submission.txt,0,
T,2000-10-27,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-000076/full-submission.txt,0,
GS,2000-10-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000914121-03-001369/filing-details.txt,0,
T,2000-10-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000916641-00-001536/full-submission.txt,0,
GS,2000-10-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001013255-00-000344/full-submission.txt,0,
T,2000-10-31,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000092230-00-000077/full-submission.txt,0,
T,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001032210-00-002113/full-submission.txt,0,
BK,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000258/full-submission.txt,0,
JPM,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000019617-00-000159/full-submission.txt,0,
BK,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000257/full-submission.txt,0,
BK,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001128250-04-000033/filing-details.txt,0,
BK,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-02-000337/filing-details.txt,0,
BK,2000-11-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000259/full-submission.txt,0,
BK,2000-11-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-01-500383/filing-details.txt,0,
BK,2000-11-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-00-000122/full-submission.txt,0,
BK,2000-11-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001110667-00-000008/full-submission.txt,0,
BK,2000-11-09,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000593/full-submission.txt,0,
BK,2000-11-09,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000598/full-submission.txt,0,
BK,2000-11-09,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-02-000006/filing-details.txt,0,
BK,2000-11-10,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000608/full-submission.txt,0,
BK,2000-11-10,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-00-000775/full-submission.txt,0,
BK,2000-11-10,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-01-500187/filing-details.txt,0,
BK,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-00-000823/full-submission.txt,0,
T,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001017062-00-002257/full-submission.txt,0,
BK,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000905148-05-004398/filing-details.txt,0,
T,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000898822-02-001268/filing-details.txt,0,
T,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950144-00-013439/full-submission.txt,0,
BK,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-00-000874/full-submission.txt,0,
BK,2000-11-14,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001128250-02-000028/filing-details.txt,0,
BK,2000-11-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000936988-00-000037/full-submission.txt,0,
T,2000-11-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000950144-00-011325/full-submission.txt,0,
BAC,2000-11-15,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000950149-00-002461/full-submission.txt,0,
BK,2000-11-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-03-001624/filing-details.txt,0,
BK,2000-11-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000898430-00-003547/full-submission.txt,0,
GS,2000-11-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0000950123-00-010683/full-submission.txt,0,
BK,2000-11-16,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000898430-00-003546/full-submission.txt,0,
T,2000-11-17,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000005907-00-000040/full-submission.txt,0,
AXP,2000-11-20,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/AXP/8-K/0000004962-00-500024/full-submission.txt,0,
CAT,2000-11-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-00-500030/full-submission.txt,0,
CAT,2000-11-23,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/CAT/8-K/0000018230-00-500029/full-submission.txt,0,
BK,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000273/full-submission.txt,0,
BK,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-03-001312/filing-details.txt,0,
BK,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000274/full-submission.txt,0,
BK,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-06-001838/filing-details.txt,0,
JPM,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-00-011029/full-submission.txt,0,
BK,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001019965-00-000275/full-submission.txt,0,
GS,2000-11-29,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/GS/8-K/0001013255-00-000388/full-submission.txt,0,
JPM,2000-11-30,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000950123-00-011061/full-submission.txt,0,
WFC,2000-12-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/WFC/8-K/0000912057-00-051803/full-submission.txt,0,
VZ,2000-12-01,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/VZ/8-K/0000950134-00-010188/full-submission.txt,0,
JPM,2000-12-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/JPM/8-K/0000019617-00-000167/full-submission.txt,0,
T,2000-12-04,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000898822-00-000955/full-submission.txt,0,
T,2000-12-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001017062-00-002430/full-submission.txt,0,
BK,2000-12-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-04-000402/filing-details.txt,0,
BK,2000-12-05,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001020242-00-000150/full-submission.txt,0,
T,2000-12-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0001020242-01-500085/filing-details.txt,0,
BK,2000-12-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-03-000101/filing-details.txt,0,
BK,2000-12-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001051170-00-000067/full-submission.txt,0,
T,2000-12-06,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/T/8-K/0000891554-00-002545/full-submission.txt,0,
BK,2000-12-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001051170-00-000072/full-submission.txt,0,
BAC,2000-12-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BAC/8-K/0000950109-00-004780/full-submission.txt,0,
DOW,2000-12-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0001068238-04-000876/filing-details.txt,0,
BK,2000-12-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001051170-02-000350/filing-details.txt,0,
DOW,2000-12-07,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/DOW/8-K/0000029924-00-000019/full-submission.txt,0,
BK,2000-12-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001051170-00-000073/full-submission.txt,0,
BK,2000-12-08,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-03-000929/filing-details.txt,0,
TSN,2000-12-11,10-K,0,0,0,0,0,0,0,0,sec-edgar-filings/TSN/10-K/0000100493-00-000012/full-submission.txt,,0
BK,2000-12-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001051170-00-000077/full-submission.txt,0,
BK,2000-12-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000929624-00-001637/full-submission.txt,0,
STT,2000-12-11,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/STT/8-K/0000093751-00-000177/full-submission.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000672/full-submission.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000673/full-submission.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-04-002117/filing-details.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000661/full-submission.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001051170-00-000079/full-submission.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001056404-00-000652/full-submission.txt,0,
BK,2000-12-12,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0001071787-04-000339/filing-details.txt,0,
BK,2000-12-13,8-K,0,0,0,0,0,0,0,0,sec-edgar-filings/BK/8-K/0000914121-00-000999/full-submission.txt,0,
